dte,Gage02161000,Flow02161000,Gage02169500,Flow02169500,Gage02168504,Flow02168504
18DEC17:06:15:00,4.11,2330,3.57,3540,3.87,967
18DEC17:06:30:00,4.11,2330,3.57,3540,3.87,967
18DEC17:06:45:00,4.11,2330,3.57,3540,3.87,967
18DEC17:07:00:00,4.12,2350,3.57,3540,3.87,967
18DEC17:07:15:00,4.11,2330,3.57,3540,3.87,967
18DEC17:07:30:00,4.12,2350,3.57,3540,3.87,967
18DEC17:07:45:00,4.13,2360,3.57,3540,3.87,967
18DEC17:08:00:00,4.11,2330,3.57,3540,3.87,967
18DEC17:08:15:00,4.12,2350,3.56,3520,3.87,967
18DEC17:08:30:00,4.12,2350,3.56,3520,3.87,967
18DEC17:08:45:00,4.12,2350,3.56,3520,3.87,967
18DEC17:09:00:00,4.12,2350,3.56,3520,3.88,973
18DEC17:09:15:00,4.11,2330,3.56,3520,3.87,967
18DEC17:09:30:00,4.12,2350,3.56,3520,3.88,973
18DEC17:09:45:00,4.12,2350,3.56,3520,3.88,973
18DEC17:10:00:00,4.12,2350,3.56,3520,3.88,973
18DEC17:10:15:00,4.12,2350,3.56,3520,3.88,973
18DEC17:10:30:00,4.12,2350,3.56,3520,3.87,967
18DEC17:10:45:00,4.12,2350,3.56,3520,3.88,973
18DEC17:11:00:00,4.12,2350,3.56,3520,3.88,973
18DEC17:11:15:00,4.12,2350,3.55,3490,3.88,973
18DEC17:11:30:00,4.12,2350,3.55,3490,3.88,973
18DEC17:11:45:00,4.08,2280,3.55,3490,3.88,973
18DEC17:12:00:00,4.01,2160,3.54,3470,3.88,973
18DEC17:12:15:00,3.95,2060,3.55,3490,3.88,973
18DEC17:12:30:00,3.9,1970,3.56,3520,3.88,973
18DEC17:12:45:00,3.87,1920,3.56,3520,3.88,973
18DEC17:13:00:00,3.86,1900,3.57,3540,3.88,973
18DEC17:13:15:00,3.84,1870,3.56,3520,3.87,967
18DEC17:13:30:00,3.83,1850,3.56,3520,3.88,973
18DEC17:13:45:00,3.81,1820,3.56,3520,3.88,973
18DEC17:14:00:00,3.81,1820,3.56,3520,3.87,967
18DEC17:14:15:00,3.8,1810,3.56,3520,3.87,967
18DEC17:14:30:00,3.8,1810,3.55,3490,3.88,973
18DEC17:14:45:00,3.81,1820,3.55,3490,3.88,973
18DEC17:15:00:00,3.79,1790,3.55,3490,3.88,973
18DEC17:15:15:00,3.79,1790,3.55,3490,3.88,973
18DEC17:15:30:00,3.8,1810,3.55,3490,3.87,967
18DEC17:15:45:00,3.8,1810,3.55,3490,3.87,967
18DEC17:16:00:00,3.8,1810,3.55,3490,3.88,973
18DEC17:16:15:00,3.8,1810,3.55,3490,3.87,967
18DEC17:16:30:00,3.79,1790,3.55,3490,3.87,967
18DEC17:16:45:00,3.79,1790,3.55,3490,3.87,967
18DEC17:17:00:00,3.8,1810,3.55,3490,3.87,967
18DEC17:17:15:00,3.8,1810,3.54,3470,3.87,967
18DEC17:17:30:00,3.8,1810,3.54,3470,3.87,967
18DEC17:17:45:00,3.8,1810,3.54,3470,3.87,967
18DEC17:18:00:00,3.8,1810,3.54,3470,3.87,967
18DEC17:18:15:00,3.8,1810,3.54,3470,3.87,967
18DEC17:18:30:00,3.79,1790,3.54,3470,3.88,973
18DEC17:18:45:00,3.8,1810,3.54,3470,3.88,973
18DEC17:19:00:00,3.8,1810,3.54,3470,3.87,967
18DEC17:19:15:00,3.79,1790,3.54,3470,3.87,967
18DEC17:19:30:00,3.79,1790,3.54,3470,3.87,967
18DEC17:19:45:00,3.79,1790,3.53,3450,3.88,973
18DEC17:20:00:00,3.8,1810,3.53,3450,3.88,973
18DEC17:20:15:00,3.81,1820,3.53,3450,3.87,967
18DEC17:20:30:00,3.79,1790,3.52,3430,3.87,967
18DEC17:20:45:00,3.79,1790,3.52,3430,3.87,967
18DEC17:21:00:00,3.79,1790,3.51,3400,3.87,967
18DEC17:21:15:00,3.81,1820,3.51,3400,3.88,973
18DEC17:21:30:00,3.8,1810,3.5,3380,3.87,967
18DEC17:21:45:00,3.8,1810,3.48,3340,3.87,967
18DEC17:22:00:00,3.8,1810,3.47,3320,3.87,967
18DEC17:22:15:00,3.79,1790,3.45,3270,3.87,967
18DEC17:22:30:00,3.79,1790,3.44,3250,3.87,967
18DEC17:22:45:00,3.79,1790,3.43,3230,3.87,967
18DEC17:23:00:00,3.8,1810,3.42,3210,3.87,967
18DEC17:23:15:00,3.8,1810,3.41,3190,3.87,967
18DEC17:23:30:00,3.79,1790,3.4,3170,3.87,967
18DEC17:23:45:00,3.8,1810,3.39,3150,3.87,967
19DEC17:00:00:00,3.79,1790,3.38,3120,3.87,967
19DEC17:00:15:00,3.8,1810,3.37,3100,3.86,960
19DEC17:00:30:00,3.8,1810,3.36,3080,3.87,967
19DEC17:00:45:00,3.8,1810,3.35,3060,3.87,967
19DEC17:01:00:00,3.79,1790,3.34,3040,3.86,960
19DEC17:01:15:00,3.8,1810,3.34,3040,3.87,967
19DEC17:01:30:00,3.79,1790,3.33,3020,3.86,960
19DEC17:01:45:00,3.79,1790,3.32,3000,3.86,960
19DEC17:02:00:00,3.8,1810,3.32,3000,3.86,960
19DEC17:02:15:00,3.79,1790,3.31,2980,3.87,967
19DEC17:02:30:00,3.79,1790,3.31,2980,3.87,967
19DEC17:02:45:00,3.8,1810,3.3,2960,3.86,960
19DEC17:03:00:00,3.8,1810,3.3,2960,3.87,967
19DEC17:03:15:00,3.79,1790,3.29,2940,3.86,960
19DEC17:03:30:00,3.8,1810,3.29,2940,3.87,967
19DEC17:03:45:00,3.8,1810,3.29,2940,3.86,960
19DEC17:04:00:00,3.79,1790,3.29,2940,3.87,967
19DEC17:04:15:00,3.8,1810,3.29,2940,3.86,960
19DEC17:04:30:00,3.8,1810,3.29,2940,3.86,960
19DEC17:04:45:00,3.79,1790,3.28,2920,3.86,960
19DEC17:05:00:00,3.8,1810,3.28,2920,3.87,967
19DEC17:05:15:00,3.78,1770,3.28,2920,3.87,967
19DEC17:05:30:00,3.8,1810,3.28,2920,3.87,967
19DEC17:05:45:00,3.8,1810,3.28,2920,3.86,960
19DEC17:06:00:00,3.8,1810,3.28,2920,3.86,960
19DEC17:06:15:00,3.8,1810,3.28,2920,3.86,960
19DEC17:06:30:00,3.78,1770,3.27,2900,3.86,960
19DEC17:06:45:00,3.79,1790,3.27,2900,,
19DEC17:07:00:00,3.79,1790,3.27,2900,,
19DEC17:07:15:00,3.79,1790,3.27,2900,,
19DEC17:07:30:00,3.79,1790,3.3,2960,,
19DEC17:07:45:00,3.79,1790,3.3,2960,,
19DEC17:08:00:00,3.8,1810,3.26,2880,,
19DEC17:08:15:00,3.78,1770,3.27,2900,3.86,960
19DEC17:08:30:00,3.79,1790,3.27,2900,3.86,960
19DEC17:08:45:00,3.78,1770,3.27,2900,3.86,960
19DEC17:09:00:00,3.78,1770,3.27,2900,3.86,960
19DEC17:09:15:00,3.78,1770,3.27,2900,3.86,960
19DEC17:09:30:00,3.79,1790,3.27,2900,3.87,967
19DEC17:09:45:00,3.79,1790,3.27,2900,3.86,960
19DEC17:10:00:00,3.79,1790,3.27,2900,3.86,960
19DEC17:10:15:00,3.79,1790,3.27,2900,3.86,960
19DEC17:10:30:00,3.78,1770,3.27,2900,3.86,960
19DEC17:10:45:00,3.77,1760,3.27,2900,3.86,960
19DEC17:11:00:00,3.78,1770,3.28,2920,3.86,960
19DEC17:11:15:00,3.79,1790,3.28,2920,3.87,967
19DEC17:11:30:00,3.79,1790,3.28,2920,3.86,960
19DEC17:11:45:00,3.8,1810,3.28,2920,3.87,967
19DEC17:12:00:00,3.78,1770,3.28,2920,3.87,967
19DEC17:12:15:00,3.79,1790,3.28,2920,3.86,960
19DEC17:12:30:00,3.79,1790,3.28,2920,3.87,967
19DEC17:12:45:00,3.8,1810,3.28,2920,3.86,960
19DEC17:13:00:00,3.77,1760,3.28,2920,3.86,960
19DEC17:13:15:00,3.7,1650,3.29,2940,3.86,960
19DEC17:13:30:00,3.64,1550,3.3,2960,3.86,960
19DEC17:13:45:00,3.6,1490,3.3,2960,3.87,967
19DEC17:14:00:00,3.56,1430,3.3,2960,3.86,960
19DEC17:14:15:00,3.53,1380,3.29,2940,3.86,960
19DEC17:14:30:00,3.52,1370,3.29,2940,3.86,960
19DEC17:14:45:00,3.51,1360,3.29,2940,3.86,960
19DEC17:15:00:00,3.5,1340,3.29,2940,3.87,967
19DEC17:15:15:00,3.5,1340,3.29,2940,3.86,960
19DEC17:15:30:00,3.5,1340,3.29,2940,3.86,960
19DEC17:15:45:00,3.5,1340,3.29,2940,3.86,960
19DEC17:16:00:00,3.49,1330,3.29,2940,3.86,960
19DEC17:16:15:00,3.48,1310,3.29,2940,3.87,967
19DEC17:16:30:00,3.49,1330,3.29,2940,3.86,960
19DEC17:16:45:00,3.48,1310,3.28,2920,3.86,960
19DEC17:17:00:00,3.48,1310,3.28,2920,3.86,960
19DEC17:17:15:00,3.48,1310,3.28,2920,3.86,960
19DEC17:17:30:00,3.48,1310,3.28,2920,3.86,960
19DEC17:17:45:00,3.48,1310,3.28,2920,3.87,967
19DEC17:18:00:00,3.48,1310,3.28,2920,3.87,967
19DEC17:18:15:00,3.48,1310,3.28,2920,3.87,967
19DEC17:18:30:00,3.48,1310,3.28,2920,3.87,967
19DEC17:18:45:00,3.48,1310,3.28,2920,3.86,960
19DEC17:19:00:00,3.52,1370,3.28,2920,3.86,960
19DEC17:19:15:00,3.59,1470,3.28,2920,3.86,960
19DEC17:19:30:00,3.66,1580,3.28,2920,3.86,960
19DEC17:19:45:00,3.7,1650,3.28,2920,3.86,960
19DEC17:20:00:00,3.71,1660,3.28,2920,3.86,960
19DEC17:20:15:00,3.74,1710,3.28,2920,3.86,960
19DEC17:20:30:00,3.76,1740,3.27,2900,3.86,960
19DEC17:20:45:00,3.77,1760,3.28,2920,3.86,960
19DEC17:21:00:00,3.78,1770,3.28,2920,3.86,960
19DEC17:21:15:00,3.79,1790,3.27,2900,3.86,960
19DEC17:21:30:00,3.8,1810,3.27,2900,3.86,960
19DEC17:21:45:00,3.8,1810,3.27,2900,3.86,960
19DEC17:22:00:00,3.81,1820,3.27,2900,3.86,960
19DEC17:22:15:00,3.8,1810,3.25,2860,3.86,960
19DEC17:22:30:00,3.81,1820,3.24,2840,3.86,960
19DEC17:22:45:00,3.81,1820,3.23,2820,3.86,960
19DEC17:23:00:00,3.82,1840,3.23,2820,3.86,960
19DEC17:23:15:00,3.82,1840,3.22,2800,3.86,960
19DEC17:23:30:00,3.81,1820,3.21,2780,3.87,967
19DEC17:23:45:00,3.81,1820,3.21,2780,3.86,960
20DEC17:00:00:00,3.81,1820,3.2,2760,3.86,960
20DEC17:00:15:00,3.82,1840,3.2,2760,3.86,960
20DEC17:00:30:00,3.82,1840,3.19,2740,3.86,960
20DEC17:00:45:00,3.82,1840,3.18,2720,3.86,960
20DEC17:01:00:00,3.81,1820,3.17,2710,3.86,960
20DEC17:01:15:00,3.82,1840,3.17,2710,3.86,960
20DEC17:01:30:00,3.83,1850,3.16,2690,3.86,960
20DEC17:01:45:00,3.83,1850,3.15,2670,3.86,960
20DEC17:02:00:00,3.82,1840,3.14,2650,3.86,960
20DEC17:02:15:00,3.82,1840,3.13,2630,3.86,960
20DEC17:02:30:00,3.82,1840,3.13,2630,3.86,960
20DEC17:02:45:00,3.8,1810,3.12,2610,3.86,960
20DEC17:03:00:00,3.8,1810,3.11,2590,3.86,960
20DEC17:03:15:00,3.8,1810,3.11,2590,3.86,960
20DEC17:03:30:00,3.8,1810,3.1,2570,3.86,960
20DEC17:03:45:00,3.8,1810,3.09,2560,3.86,960
20DEC17:04:00:00,3.8,1810,3.09,2560,3.86,960
20DEC17:04:15:00,3.8,1810,3.08,2540,3.86,960
20DEC17:04:30:00,3.8,1810,3.07,2520,3.86,960
20DEC17:04:45:00,3.8,1810,3.07,2520,3.86,960
20DEC17:05:00:00,3.81,1820,3.07,2520,3.86,960
20DEC17:05:15:00,3.8,1810,3.07,2520,3.86,960
20DEC17:05:30:00,3.79,1790,3.06,2500,3.86,960
20DEC17:05:45:00,3.78,1770,3.06,2500,3.86,960
20DEC17:06:00:00,3.79,1790,3.07,2520,3.86,960
20DEC17:06:15:00,3.81,1820,3.07,2520,3.86,960
20DEC17:06:30:00,3.8,1810,3.07,2520,3.86,960
20DEC17:06:45:00,3.79,1790,3.08,2540,3.86,960
20DEC17:07:00:00,3.78,1770,3.09,2560,3.86,960
20DEC17:07:15:00,3.79,1790,3.1,2570,3.85,954
20DEC17:07:30:00,3.79,1790,3.12,2610,3.85,954
20DEC17:07:45:00,3.79,1790,3.13,2630,3.85,954
20DEC17:08:00:00,3.79,1790,3.15,2670,3.85,954
20DEC17:08:15:00,3.8,1810,3.17,2710,3.85,954
20DEC17:08:30:00,3.81,1820,3.18,2720,3.85,954
20DEC17:08:45:00,3.81,1820,3.19,2740,3.85,954
20DEC17:09:00:00,3.8,1810,3.2,2760,3.85,954
20DEC17:09:15:00,3.79,1790,3.21,2780,3.85,954
20DEC17:09:30:00,3.79,1790,3.22,2800,3.85,954
20DEC17:09:45:00,3.81,1820,3.23,2820,3.85,954
20DEC17:10:00:00,3.8,1810,3.23,2820,3.85,954
20DEC17:10:15:00,3.8,1810,3.24,2840,3.85,954
20DEC17:10:30:00,3.8,1810,3.25,2860,3.85,954
20DEC17:10:45:00,3.79,1790,3.26,2880,3.85,954
20DEC17:11:00:00,3.79,1790,3.26,2880,3.85,954
20DEC17:11:15:00,3.79,1790,3.27,2900,3.85,954
20DEC17:11:30:00,3.81,1820,3.28,2920,3.85,954
20DEC17:11:45:00,3.8,1810,3.28,2920,3.85,954
20DEC17:12:00:00,3.79,1790,3.28,2920,3.85,954
20DEC17:12:15:00,3.81,1820,3.29,2940,3.85,954
20DEC17:12:30:00,3.81,1820,3.29,2940,3.85,954
20DEC17:12:45:00,3.81,1820,3.3,2960,3.85,954
20DEC17:13:00:00,3.81,1820,3.31,2980,3.85,954
20DEC17:13:15:00,3.82,1840,3.33,3020,3.86,960
20DEC17:13:30:00,3.84,1870,3.36,3080,3.86,960
20DEC17:13:45:00,3.85,1890,3.37,3100,3.86,960
20DEC17:14:00:00,3.84,1870,3.37,3100,3.87,967
20DEC17:14:15:00,3.85,1890,3.38,3120,3.87,967
20DEC17:14:30:00,3.84,1870,3.49,3360,3.87,967
20DEC17:14:45:00,3.82,1840,3.66,3740,3.87,967
20DEC17:15:00:00,3.84,1870,3.65,3720,3.87,967
20DEC17:15:15:00,3.85,1890,3.63,3670,3.86,960
20DEC17:15:30:00,3.93,2020,3.61,3630,3.86,960
20DEC17:15:45:00,3.98,2110,3.6,3610,3.86,960
20DEC17:16:00:00,4.02,2180,3.6,3610,3.86,960
20DEC17:16:15:00,4.05,2230,3.62,3650,,
20DEC17:16:30:00,4.07,2260,3.65,3720,,
20DEC17:16:45:00,4.09,2300,3.68,3790,,
20DEC17:17:00:00,4.1,2320,3.7,3840,,
20DEC17:17:15:00,4.11,2330,3.69,3810,,
20DEC17:17:30:00,4.12,2350,3.66,3740,,
20DEC17:17:45:00,4.13,2360,3.65,3720,,
20DEC17:18:00:00,4.13,2360,3.66,3740,,
20DEC17:18:15:00,4.14,2380,3.66,3740,,
20DEC17:18:30:00,4.21,2500,3.67,3770,,
20DEC17:18:45:00,4.28,2620,3.68,3790,,
20DEC17:19:00:00,4.34,2720,3.68,3790,,
20DEC17:19:15:00,4.38,2800,3.69,3810,,
20DEC17:19:30:00,4.4,2830,3.69,3810,3.85,954
20DEC17:19:45:00,4.43,2890,3.7,3840,,
20DEC17:20:00:00,4.44,2910,3.73,3910,,
20DEC17:20:15:00,4.46,2940,3.74,3930,,
20DEC17:20:30:00,4.46,2940,3.75,3960,,
20DEC17:20:45:00,4.46,2940,3.75,3960,,
20DEC17:21:00:00,4.47,2960,3.75,3960,,
20DEC17:21:15:00,4.47,2960,3.75,3960,,
20DEC17:21:30:00,4.47,2960,3.74,3930,,
20DEC17:21:45:00,4.47,2960,3.74,3930,,
20DEC17:22:00:00,4.47,2960,3.74,3930,,
20DEC17:22:15:00,4.46,2940,3.73,3910,,
20DEC17:22:30:00,4.47,2960,3.73,3910,,
20DEC17:22:45:00,4.46,2940,3.73,3910,,
20DEC17:23:00:00,4.47,2960,3.73,3910,,
20DEC17:23:15:00,4.47,2960,3.73,3910,,
20DEC17:23:30:00,4.47,2960,3.72,3880,,
20DEC17:23:45:00,4.46,2940,3.71,3860,,
21DEC17:00:00:00,4.46,2940,3.71,3860,,
21DEC17:00:15:00,4.46,2940,3.71,3860,,
21DEC17:00:30:00,4.46,2940,3.71,3860,,
21DEC17:00:45:00,4.46,2940,3.71,3860,,
21DEC17:01:00:00,4.46,2940,3.71,3860,,
21DEC17:01:15:00,4.47,2960,3.71,3860,,
21DEC17:01:30:00,4.46,2940,3.72,3880,,
21DEC17:01:45:00,4.46,2940,3.73,3910,,
21DEC17:02:00:00,4.45,2920,3.74,3930,,
21DEC17:02:15:00,4.45,2920,3.75,3960,,
21DEC17:02:30:00,4.46,2940,3.77,4000,,
21DEC17:02:45:00,4.45,2920,3.79,4050,,
21DEC17:03:00:00,4.45,2920,3.8,4080,,
21DEC17:03:15:00,4.45,2920,3.82,4120,,
21DEC17:03:30:00,4.45,2920,3.84,4170,,
21DEC17:03:45:00,4.44,2910,3.86,4220,,
21DEC17:04:00:00,4.44,2910,3.88,4270,,
21DEC17:04:15:00,4.45,2920,3.9,4320,,
21DEC17:04:30:00,4.44,2910,3.91,4350,,
21DEC17:04:45:00,4.45,2920,3.93,4400,,
21DEC17:05:00:00,4.44,2910,3.94,4420,,
21DEC17:05:15:00,4.44,2910,3.95,4450,,
21DEC17:05:30:00,4.43,2890,3.96,4470,,
21DEC17:05:45:00,4.44,2910,3.97,4500,,
21DEC17:06:00:00,4.44,2910,3.97,4500,,
21DEC17:06:15:00,4.43,2890,3.98,4530,,
21DEC17:06:30:00,4.37,2780,3.99,4550,,
21DEC17:06:45:00,4.31,2670,4,4580,,
21DEC17:07:00:00,4.27,2600,4,4580,,
21DEC17:07:15:00,4.24,2550,4.01,4600,,
21DEC17:07:30:00,4.21,2500,4.01,4600,,
21DEC17:07:45:00,4.2,2480,4.01,4600,,
21DEC17:08:00:00,4.19,2460,4.01,4600,,
21DEC17:08:15:00,4.17,2430,4.01,4600,,
21DEC17:08:30:00,4.16,2410,4.01,4600,,
21DEC17:08:45:00,4.16,2410,4.01,4600,,
21DEC17:09:00:00,4.15,2400,4.01,4600,,
21DEC17:09:15:00,4.15,2400,4.01,4600,,
21DEC17:09:30:00,4.15,2400,4.01,4600,,
21DEC17:09:45:00,4.15,2400,4.01,4600,,
21DEC17:10:00:00,4.14,2380,4,4580,3.83,941
21DEC17:10:15:00,4.15,2400,4,4580,3.83,941
21DEC17:10:30:00,4.15,2400,3.99,4550,3.83,941
21DEC17:10:45:00,4.16,2410,3.99,4550,3.83,941
21DEC17:11:00:00,4.15,2400,3.99,4550,3.83,941
21DEC17:11:15:00,4.16,2410,3.98,4530,3.83,941
21DEC17:11:30:00,4.17,2430,3.98,4530,3.83,941
21DEC17:11:45:00,4.16,2410,3.98,4530,3.83,941
21DEC17:12:00:00,4.15,2400,3.97,4500,3.83,941
21DEC17:12:15:00,4.16,2410,3.97,4500,3.83,941
21DEC17:12:30:00,4.15,2400,3.97,4500,3.83,941
21DEC17:12:45:00,4.15,2400,3.96,4470,3.83,941
21DEC17:13:00:00,4.14,2380,3.96,4470,3.83,941
21DEC17:13:15:00,4.15,2400,3.95,4450,3.83,941
21DEC17:13:30:00,4.17,2430,3.95,4450,3.83,941
21DEC17:13:45:00,4.19,2460,3.94,4420,3.83,941
21DEC17:14:00:00,4.21,2500,3.94,4420,3.83,941
21DEC17:14:15:00,4.21,2500,3.93,4400,3.83,941
21DEC17:14:30:00,4.26,2580,3.92,4370,3.83,941
21DEC17:14:45:00,4.38,2800,3.91,4350,3.83,941
21DEC17:15:00:00,4.5,3020,3.9,4320,3.83,941
21DEC17:15:15:00,4.59,3160,3.89,4300,3.83,941
21DEC17:15:30:00,4.65,3250,3.88,4270,3.83,941
21DEC17:15:45:00,4.69,3320,3.87,4250,3.83,941
21DEC17:16:00:00,4.71,3350,3.86,4220,3.83,941
21DEC17:16:15:00,4.74,3400,3.85,4200,3.83,941
21DEC17:16:30:00,4.75,3420,3.84,4170,3.83,941
21DEC17:16:45:00,4.76,3430,3.83,4150,3.83,941
21DEC17:17:00:00,4.77,3450,3.81,4100,3.83,941
21DEC17:17:15:00,4.78,3470,3.8,4080,3.83,941
21DEC17:17:30:00,4.78,3470,3.79,4050,3.83,941
21DEC17:17:45:00,4.79,3480,3.78,4030,3.83,941
21DEC17:18:00:00,4.8,3500,3.77,4000,3.83,941
21DEC17:18:15:00,4.8,3500,3.77,4000,3.83,941
21DEC17:18:30:00,4.8,3500,3.76,3980,3.83,941
21DEC17:18:45:00,4.79,3480,3.75,3960,3.83,941
21DEC17:19:00:00,4.8,3500,3.75,3960,3.83,941
21DEC17:19:15:00,4.79,3480,3.74,3930,3.83,941
21DEC17:19:30:00,4.8,3500,3.74,3930,3.83,941
21DEC17:19:45:00,4.8,3500,3.73,3910,3.83,941
21DEC17:20:00:00,4.8,3500,3.73,3910,3.83,941
21DEC17:20:15:00,4.8,3500,3.72,3880,3.83,941
21DEC17:20:30:00,4.81,3520,3.72,3880,3.83,941
21DEC17:20:45:00,4.81,3520,3.72,3880,3.83,941
21DEC17:21:00:00,4.81,3520,3.72,3880,3.83,941
21DEC17:21:15:00,4.82,3530,3.72,3880,3.83,941
21DEC17:21:30:00,4.82,3530,3.72,3880,3.83,941
21DEC17:21:45:00,4.82,3530,3.72,3880,3.83,941
21DEC17:22:00:00,4.82,3530,3.73,3910,3.83,941
21DEC17:22:15:00,4.83,3550,3.74,3930,3.83,941
21DEC17:22:30:00,4.82,3530,3.75,3960,3.83,941
21DEC17:22:45:00,4.82,3530,3.76,3980,3.83,941
21DEC17:23:00:00,4.82,3530,3.78,4030,3.83,941
21DEC17:23:15:00,4.82,3530,3.8,4080,3.83,941
21DEC17:23:30:00,4.82,3530,3.83,4150,3.83,941
21DEC17:23:45:00,4.82,3530,3.85,4200,3.83,941
22DEC17:00:00:00,4.82,3530,3.88,4270,3.83,941
22DEC17:00:15:00,4.82,3530,3.91,4350,3.83,941
22DEC17:00:30:00,4.82,3530,3.94,4420,3.83,941
22DEC17:00:45:00,4.82,3530,3.96,4470,3.83,941
22DEC17:01:00:00,4.82,3530,3.99,4550,3.83,941
22DEC17:01:15:00,4.82,3530,4.01,4600,3.83,941
22DEC17:01:30:00,4.82,3530,4.04,4680,3.83,941
22DEC17:01:45:00,4.81,3520,4.07,4760,3.83,941
22DEC17:02:00:00,4.82,3530,4.08,4780,3.83,941
22DEC17:02:15:00,4.82,3530,4.09,4810,3.83,941
22DEC17:02:30:00,4.81,3520,4.1,4830,3.83,941
22DEC17:02:45:00,4.82,3530,4.11,4860,3.83,941
22DEC17:03:00:00,4.82,3530,4.12,4890,3.83,941
22DEC17:03:15:00,4.82,3530,4.13,4910,3.83,941
22DEC17:03:30:00,4.83,3550,4.13,4910,3.83,941
22DEC17:03:45:00,4.83,3550,4.13,4910,3.83,941
22DEC17:04:00:00,4.82,3530,4.14,4940,3.83,941
22DEC17:04:15:00,4.83,3550,4.14,4940,3.83,941
22DEC17:04:30:00,4.82,3530,4.14,4940,3.83,941
22DEC17:04:45:00,4.82,3530,4.14,4940,3.83,941
22DEC17:05:00:00,4.83,3550,4.14,4940,3.83,941
22DEC17:05:15:00,4.83,3550,4.15,4970,3.83,941
22DEC17:05:30:00,4.83,3550,4.15,4970,3.83,941
22DEC17:05:45:00,4.83,3550,4.15,4970,3.83,941
22DEC17:06:00:00,4.83,3550,4.15,4970,3.83,941
22DEC17:06:15:00,4.82,3530,4.15,4970,3.83,941
22DEC17:06:30:00,4.83,3550,4.15,4970,3.83,941
22DEC17:06:45:00,4.82,3530,4.15,4970,3.83,941
22DEC17:07:00:00,4.82,3530,4.15,4970,3.83,941
22DEC17:07:15:00,4.82,3530,4.15,4970,3.83,941
22DEC17:07:30:00,4.82,3530,4.15,4970,3.83,941
22DEC17:07:45:00,4.82,3530,4.15,4970,3.83,941
22DEC17:08:00:00,4.83,3550,4.15,4970,3.83,941
22DEC17:08:15:00,4.83,3550,4.15,4970,3.83,941
22DEC17:08:30:00,4.83,3550,4.15,4970,3.83,941
22DEC17:08:45:00,4.84,3570,4.14,4940,3.83,941
22DEC17:09:00:00,4.84,3570,4.14,4940,3.83,941
22DEC17:09:15:00,4.84,3570,4.14,4940,3.83,941
22DEC17:09:30:00,4.84,3570,4.14,4940,3.83,941
22DEC17:09:45:00,4.85,3590,4.14,4940,3.83,941
22DEC17:10:00:00,4.85,3590,4.14,4940,3.83,941
22DEC17:10:15:00,4.84,3570,4.14,4940,3.83,941
22DEC17:10:30:00,4.85,3590,4.14,4940,3.83,941
22DEC17:10:45:00,4.85,3590,4.14,4940,3.83,941
22DEC17:11:00:00,4.85,3590,4.14,4940,3.83,941
22DEC17:11:15:00,4.85,3590,4.13,4910,3.83,941
22DEC17:11:30:00,4.85,3590,4.13,4910,3.83,941
22DEC17:11:45:00,4.85,3590,4.13,4910,3.83,941
22DEC17:12:00:00,4.85,3590,4.13,4910,3.83,941
22DEC17:12:15:00,4.84,3570,4.13,4910,3.83,941
22DEC17:12:30:00,4.85,3590,4.13,4910,3.83,941
22DEC17:12:45:00,4.85,3590,4.13,4910,3.83,941
22DEC17:13:00:00,4.85,3590,4.13,4910,3.83,941
22DEC17:13:15:00,4.86,3600,4.13,4910,3.83,941
22DEC17:13:30:00,4.86,3600,4.13,4910,3.83,941
22DEC17:13:45:00,4.87,3620,4.13,4910,3.83,941
22DEC17:14:00:00,4.87,3620,4.13,4910,3.83,941
22DEC17:14:15:00,4.87,3620,4.13,4910,3.83,941
22DEC17:14:30:00,4.87,3620,4.13,4910,3.83,941
22DEC17:14:45:00,4.87,3620,4.13,4910,3.83,941
22DEC17:15:00:00,4.87,3620,4.13,4910,3.83,941
22DEC17:15:15:00,4.88,3640,4.13,4910,3.83,941
22DEC17:15:30:00,4.88,3640,4.13,4910,3.83,941
22DEC17:15:45:00,4.87,3620,4.13,4910,3.83,941
22DEC17:16:00:00,4.87,3620,4.13,4910,3.83,941
22DEC17:16:15:00,4.87,3620,4.13,4910,3.83,941
22DEC17:16:30:00,4.87,3620,4.13,4910,3.83,941
22DEC17:16:45:00,4.87,3620,4.13,4910,3.83,941
22DEC17:17:00:00,4.87,3620,4.13,4910,3.83,941
22DEC17:17:15:00,4.87,3620,4.14,4940,3.83,941
22DEC17:17:30:00,4.87,3620,4.14,4940,3.83,941
22DEC17:17:45:00,4.88,3640,4.14,4940,3.83,941
22DEC17:18:00:00,4.88,3640,4.14,4940,3.83,941
22DEC17:18:15:00,4.88,3640,4.14,4940,3.83,941
22DEC17:18:30:00,4.88,3640,4.15,4970,3.83,941
22DEC17:18:45:00,4.89,3650,4.16,4990,3.83,941
22DEC17:19:00:00,4.89,3650,4.15,4970,3.83,941
22DEC17:19:15:00,4.88,3640,4.16,4990,3.83,941
22DEC17:19:30:00,4.89,3650,4.15,4970,3.83,941
22DEC17:19:45:00,4.89,3650,4.15,4970,3.83,941
22DEC17:20:00:00,4.89,3650,4.15,4970,3.83,941
22DEC17:20:15:00,4.89,3650,4.15,4970,3.83,941
22DEC17:20:30:00,4.9,3670,4.15,4970,3.83,941
22DEC17:20:45:00,4.9,3670,4.15,4970,3.83,941
22DEC17:21:00:00,4.9,3670,4.15,4970,3.83,941
22DEC17:21:15:00,4.9,3670,4.15,4970,3.83,941
