dte,Gage02161000,Flow02161000,Gage02169500,Flow02169500,Gage02168504,Flow02168504
27DEC17:10:30:00,3.52,1370,3.1,2570,3.83,941
27DEC17:10:45:00,3.52,1370,3.1,2570,3.83,941
27DEC17:11:00:00,3.52,1370,3.1,2570,3.83,941
27DEC17:11:15:00,3.52,1370,3.1,2570,3.83,941
27DEC17:11:30:00,3.51,1360,3.09,2560,3.83,941
27DEC17:11:45:00,3.52,1370,3.09,2560,3.83,941
27DEC17:12:00:00,3.52,1370,3.09,2560,3.83,941
27DEC17:12:15:00,3.51,1360,3.08,2540,3.83,941
27DEC17:12:30:00,3.52,1370,3.08,2540,3.83,941
27DEC17:12:45:00,3.52,1370,3.08,2540,3.83,941
27DEC17:13:00:00,3.52,1370,3.08,2540,3.83,941
27DEC17:13:15:00,3.52,1370,3.08,2540,3.83,941
27DEC17:13:30:00,3.52,1370,3.08,2540,3.83,941
27DEC17:13:45:00,3.51,1360,3.07,2520,3.83,941
27DEC17:14:00:00,3.52,1370,3.07,2520,3.83,941
27DEC17:14:15:00,3.51,1360,3.07,2520,3.83,941
27DEC17:14:30:00,3.51,1360,3.07,2520,3.83,941
27DEC17:14:45:00,3.51,1360,3.07,2520,3.83,941
27DEC17:15:00:00,3.51,1360,3.07,2520,3.83,941
27DEC17:15:15:00,3.51,1360,3.07,2520,3.83,941
27DEC17:15:30:00,3.51,1360,3.07,2520,3.83,941
27DEC17:15:45:00,3.52,1370,3.06,2500,3.83,941
27DEC17:16:00:00,3.51,1360,3.06,2500,3.83,941
27DEC17:16:15:00,3.51,1360,3.06,2500,3.83,941
27DEC17:16:30:00,3.51,1360,3.06,2500,3.83,941
27DEC17:16:45:00,3.5,1340,3.06,2500,3.83,941
27DEC17:17:00:00,3.5,1340,3.06,2500,3.83,941
27DEC17:17:15:00,3.51,1360,3.06,2500,3.83,941
27DEC17:17:30:00,3.51,1360,3.06,2500,3.83,941
27DEC17:17:45:00,3.5,1340,3.06,2500,3.83,941
27DEC17:18:00:00,3.51,1360,3.06,2500,3.83,941
27DEC17:18:15:00,3.51,1360,3.06,2500,3.83,941
27DEC17:18:30:00,3.51,1360,3.05,2480,3.83,941
27DEC17:18:45:00,3.51,1360,3.05,2480,3.83,941
27DEC17:19:00:00,3.5,1340,3.05,2480,3.83,941
27DEC17:19:15:00,3.51,1360,3.05,2480,3.83,941
27DEC17:19:30:00,3.51,1360,3.05,2480,3.83,941
27DEC17:19:45:00,3.51,1360,3.05,2480,3.83,941
27DEC17:20:00:00,3.51,1360,3.05,2480,3.83,941
27DEC17:20:15:00,3.51,1360,3.05,2480,3.83,941
27DEC17:20:30:00,3.51,1360,3.05,2480,3.83,941
27DEC17:20:45:00,3.51,1360,3.05,2480,3.83,941
27DEC17:21:00:00,3.51,1360,3.05,2480,3.83,941
27DEC17:21:15:00,3.51,1360,3.05,2480,3.83,941
27DEC17:21:30:00,3.51,1360,3.05,2480,3.83,941
27DEC17:21:45:00,3.51,1360,3.05,2480,3.83,941
27DEC17:22:00:00,3.51,1360,3.05,2480,3.83,941
27DEC17:22:15:00,3.51,1360,3.05,2480,3.83,941
27DEC17:22:30:00,3.51,1360,3.05,2480,3.83,941
27DEC17:22:45:00,3.51,1360,3.05,2480,3.83,941
27DEC17:23:00:00,3.51,1360,3.05,2480,3.83,941
27DEC17:23:15:00,3.51,1360,3.05,2480,3.83,941
27DEC17:23:30:00,3.51,1360,3.04,2460,3.83,941
27DEC17:23:45:00,3.51,1360,3.04,2460,3.83,941
28DEC17:00:00:00,3.51,1360,3.04,2460,3.83,941
28DEC17:00:15:00,3.51,1360,3.04,2460,3.83,941
28DEC17:00:30:00,3.51,1360,3.04,2460,3.83,941
28DEC17:00:45:00,3.51,1360,3.03,2450,3.83,941
28DEC17:01:00:00,3.51,1360,3.02,2430,3.83,941
28DEC17:01:15:00,3.51,1360,3.02,2430,3.83,941
28DEC17:01:30:00,3.51,1360,3.02,2430,3.83,941
28DEC17:01:45:00,3.51,1360,3.02,2430,3.83,941
28DEC17:02:00:00,3.51,1360,3.02,2430,3.83,941
28DEC17:02:15:00,3.52,1370,3.02,2430,3.83,941
28DEC17:02:30:00,3.51,1360,3.02,2430,3.83,941
28DEC17:02:45:00,3.51,1360,3.02,2430,3.83,941
28DEC17:03:00:00,3.51,1360,3.02,2430,3.83,941
28DEC17:03:15:00,3.51,1360,3.02,2430,3.83,941
28DEC17:03:30:00,3.52,1370,3.01,2410,3.83,941
28DEC17:03:45:00,3.52,1370,3.02,2430,3.84,948
28DEC17:04:00:00,3.52,1370,3.02,2430,3.83,941
28DEC17:04:15:00,3.52,1370,3.02,2430,3.83,941
28DEC17:04:30:00,3.52,1370,3.01,2410,3.84,948
28DEC17:04:45:00,3.52,1370,3.02,2430,3.83,941
28DEC17:05:00:00,3.52,1370,3.02,2430,3.83,941
28DEC17:05:15:00,3.52,1370,3.02,2430,3.83,941
28DEC17:05:30:00,3.52,1370,3.02,2430,3.83,941
28DEC17:05:45:00,3.51,1360,3.01,2410,3.83,941
28DEC17:06:00:00,3.51,1360,3.01,2410,3.83,941
28DEC17:06:15:00,3.52,1370,3.02,2430,3.83,941
28DEC17:06:30:00,3.51,1360,3.02,2430,3.83,941
28DEC17:06:45:00,3.51,1360,3.02,2430,3.83,941
28DEC17:07:00:00,3.51,1360,3.03,2450,3.83,941
28DEC17:07:15:00,3.51,1360,3.03,2450,3.83,941
28DEC17:07:30:00,3.51,1360,3.03,2450,3.83,941
28DEC17:07:45:00,3.52,1370,3.03,2450,3.83,941
28DEC17:08:00:00,3.52,1370,3.03,2450,3.83,941
28DEC17:08:15:00,3.52,1370,3.03,2450,3.84,948
28DEC17:08:30:00,3.61,1510,3.03,2450,3.84,948
28DEC17:08:45:00,3.78,1770,3.03,2450,3.84,948
28DEC17:09:00:00,3.9,1970,3.04,2460,3.84,948
28DEC17:09:15:00,3.96,2070,3.04,2460,3.85,954
28DEC17:09:30:00,4,2140,3.04,2460,3.85,954
28DEC17:09:45:00,4.05,2230,3.04,2460,3.84,948
28DEC17:10:00:00,4.09,2300,3.04,2460,3.85,954
28DEC17:10:15:00,4.1,2320,3.04,2460,3.85,954
28DEC17:10:30:00,4.14,2380,3.04,2460,3.86,960
28DEC17:10:45:00,4.15,2400,3.04,2460,3.86,960
28DEC17:11:00:00,4.16,2410,3.04,2460,3.86,960
28DEC17:11:15:00,4.16,2410,3.04,2460,3.86,960
28DEC17:11:30:00,4.21,2500,3.04,2460,3.86,960
28DEC17:11:45:00,4.28,2620,3.04,2460,3.86,960
28DEC17:12:00:00,4.34,2720,3.04,2460,3.86,960
28DEC17:12:15:00,4.37,2780,3.04,2460,3.86,960
28DEC17:12:30:00,4.42,2870,3.04,2460,3.86,960
28DEC17:12:45:00,4.44,2910,3.04,2460,3.86,960
28DEC17:13:00:00,4.46,2940,3.04,2460,3.87,967
28DEC17:13:15:00,4.47,2960,3.04,2460,3.87,967
28DEC17:13:30:00,4.48,2980,3.04,2460,3.86,960
28DEC17:13:45:00,4.48,2980,3.04,2460,3.87,967
28DEC17:14:00:00,4.48,2980,3.04,2460,3.87,967
28DEC17:14:15:00,4.48,2980,3.04,2460,3.87,967
28DEC17:14:30:00,4.48,2980,3.04,2460,3.86,960
28DEC17:14:45:00,4.49,3000,3.04,2460,3.87,967
28DEC17:15:00:00,4.49,3000,3.04,2460,3.87,967
28DEC17:15:15:00,4.5,3020,3.04,2460,3.86,960
28DEC17:15:30:00,4.5,3020,3.04,2460,3.86,960
28DEC17:15:45:00,4.56,3110,3.04,2460,3.87,967
28DEC17:16:00:00,4.62,3200,3.04,2460,3.86,960
28DEC17:16:15:00,4.66,3270,3.04,2460,3.86,960
28DEC17:16:30:00,4.7,3330,3.04,2460,3.86,960
28DEC17:16:45:00,4.71,3350,3.04,2460,3.87,967
28DEC17:17:00:00,4.74,3400,3.04,2460,3.86,960
28DEC17:17:15:00,4.75,3420,3.04,2460,3.86,960
28DEC17:17:30:00,4.76,3430,3.05,2480,3.86,960
28DEC17:17:45:00,4.77,3450,3.05,2480,3.86,960
28DEC17:18:00:00,4.77,3450,3.05,2480,3.86,960
28DEC17:18:15:00,4.77,3450,3.06,2500,3.86,960
28DEC17:18:30:00,4.76,3430,3.07,2520,3.86,960
28DEC17:18:45:00,4.77,3450,3.08,2540,3.86,960
28DEC17:19:00:00,4.77,3450,3.09,2560,3.86,960
28DEC17:19:15:00,4.77,3450,3.11,2590,3.86,960
28DEC17:19:30:00,4.78,3470,3.13,2630,3.86,960
28DEC17:19:45:00,4.78,3470,3.16,2690,3.86,960
28DEC17:20:00:00,4.77,3450,3.2,2760,3.86,960
28DEC17:20:15:00,4.77,3450,3.24,2840,3.86,960
28DEC17:20:30:00,4.77,3450,3.3,2960,3.86,960
28DEC17:20:45:00,4.77,3450,3.35,3060,3.86,960
28DEC17:21:00:00,4.77,3450,3.4,3170,3.86,960
28DEC17:21:15:00,4.77,3450,3.45,3270,3.86,960
28DEC17:21:30:00,4.77,3450,3.49,3360,3.86,960
28DEC17:21:45:00,4.77,3450,3.54,3470,3.86,960
28DEC17:22:00:00,4.77,3450,3.58,3560,3.86,960
28DEC17:22:15:00,4.77,3450,3.62,3650,3.86,960
28DEC17:22:30:00,4.77,3450,3.65,3720,3.86,960
28DEC17:22:45:00,4.76,3430,3.69,3810,3.86,960
28DEC17:23:00:00,4.76,3430,3.71,3860,3.86,960
28DEC17:23:15:00,4.77,3450,3.74,3930,3.86,960
28DEC17:23:30:00,4.77,3450,3.77,4000,3.86,960
28DEC17:23:45:00,4.77,3450,3.79,4050,3.86,960
29DEC17:00:00:00,4.77,3450,3.81,4100,3.86,960
29DEC17:00:15:00,4.74,3400,3.83,4150,3.86,960
29DEC17:00:30:00,4.68,3300,3.85,4200,3.85,954
29DEC17:00:45:00,4.64,3240,3.87,4250,3.86,960
29DEC17:01:00:00,4.59,3160,3.89,4300,3.85,954
29DEC17:01:15:00,4.56,3110,3.91,4350,3.85,954
29DEC17:01:30:00,4.49,3000,3.93,4400,3.85,954
29DEC17:01:45:00,4.41,2850,3.94,4420,3.85,954
29DEC17:02:00:00,4.34,2720,3.95,4450,3.85,954
29DEC17:02:15:00,4.29,2640,3.96,4470,3.85,954
29DEC17:02:30:00,4.25,2570,3.97,4500,3.85,954
29DEC17:02:45:00,4.22,2510,3.98,4530,3.85,954
29DEC17:03:00:00,4.21,2500,3.99,4550,3.85,954
29DEC17:03:15:00,4.19,2460,4,4580,3.85,954
29DEC17:03:30:00,4.12,2350,4,4580,3.85,954
29DEC17:03:45:00,4.04,2210,4.01,4600,3.85,954
29DEC17:04:00:00,3.98,2110,4.01,4600,3.86,960
29DEC17:04:15:00,3.92,2010,4.01,4600,3.85,954
29DEC17:04:30:00,3.91,1990,4.02,4630,3.85,954
29DEC17:04:45:00,3.87,1920,4.02,4630,3.85,954
29DEC17:05:00:00,3.86,1900,4.02,4630,3.85,954
29DEC17:05:15:00,3.85,1890,4.02,4630,3.85,954
29DEC17:05:30:00,3.85,1890,4.02,4630,3.85,954
29DEC17:05:45:00,3.84,1870,4.02,4630,3.85,954
29DEC17:06:00:00,3.83,1850,4.02,4630,3.85,954
29DEC17:06:15:00,3.82,1840,4.03,4650,3.85,954
29DEC17:06:30:00,3.81,1820,4.02,4630,3.85,954
29DEC17:06:45:00,3.81,1820,4.02,4630,3.85,954
29DEC17:07:00:00,3.82,1840,4.02,4630,3.85,954
29DEC17:07:15:00,3.81,1820,4.02,4630,3.85,954
29DEC17:07:30:00,3.81,1820,4.02,4630,3.85,954
29DEC17:07:45:00,3.82,1840,4.01,4600,3.85,954
29DEC17:08:00:00,3.82,1840,4.01,4600,3.85,954
29DEC17:08:15:00,3.83,1850,4,4580,3.85,954
29DEC17:08:30:00,3.84,1870,3.99,4550,3.85,954
29DEC17:08:45:00,3.83,1850,3.97,4500,3.85,954
29DEC17:09:00:00,3.82,1840,3.96,4470,3.85,954
29DEC17:09:15:00,3.84,1870,3.95,4450,3.85,954
29DEC17:09:30:00,3.82,1840,3.93,4400,3.85,954
29DEC17:09:45:00,3.85,1890,3.91,4350,3.85,954
29DEC17:10:00:00,3.9,1970,3.9,4320,3.85,954
29DEC17:10:15:00,3.96,2070,3.88,4270,3.85,954
29DEC17:10:30:00,4.03,2190,3.85,4200,3.85,954
29DEC17:10:45:00,4.07,2260,3.84,4170,3.85,954
29DEC17:11:00:00,4.1,2320,3.82,4120,3.85,954
29DEC17:11:15:00,4.12,2350,3.8,4080,3.85,954
29DEC17:11:30:00,4.14,2380,3.78,4030,3.85,954
29DEC17:11:45:00,4.15,2400,3.75,3960,3.85,954
29DEC17:12:00:00,4.16,2410,3.73,3910,3.85,954
29DEC17:12:15:00,4.21,2500,3.71,3860,3.85,954
29DEC17:12:30:00,4.28,2620,3.69,3810,3.85,954
29DEC17:12:45:00,4.35,2740,3.67,3770,3.85,954
29DEC17:13:00:00,4.4,2830,3.65,3720,3.85,954
29DEC17:13:15:00,4.42,2870,3.63,3670,3.85,954
29DEC17:13:30:00,4.45,2920,3.61,3630,3.85,954
29DEC17:13:45:00,4.46,2940,3.59,3580,3.85,954
29DEC17:14:00:00,4.47,2960,3.57,3540,3.85,954
29DEC17:14:15:00,4.48,2980,3.55,3490,3.85,954
29DEC17:14:30:00,4.48,2980,3.53,3450,3.85,954
29DEC17:14:45:00,4.47,2960,3.51,3400,3.85,954
29DEC17:15:00:00,4.48,2980,3.5,3380,3.85,954
29DEC17:15:15:00,4.48,2980,3.48,3340,3.85,954
29DEC17:15:30:00,4.45,2920,3.47,3320,3.85,954
29DEC17:15:45:00,4.37,2780,3.45,3270,3.85,954
29DEC17:16:00:00,4.31,2670,3.44,3250,3.85,954
29DEC17:16:15:00,4.27,2600,3.43,3230,3.85,954
29DEC17:16:30:00,4.22,2510,3.42,3210,3.85,954
29DEC17:16:45:00,4.15,2400,3.41,3190,3.85,954
29DEC17:17:00:00,4.05,2230,3.4,3170,3.85,954
29DEC17:17:15:00,4,2140,3.39,3150,3.85,954
29DEC17:17:30:00,3.95,2060,3.38,3120,3.85,954
29DEC17:17:45:00,3.91,1990,3.37,3100,3.85,954
29DEC17:18:00:00,3.89,1950,3.37,3100,3.85,954
29DEC17:18:15:00,3.86,1900,3.37,3100,3.85,954
29DEC17:18:30:00,3.86,1900,3.36,3080,3.85,954
29DEC17:18:45:00,3.83,1850,3.36,3080,3.85,954
29DEC17:19:00:00,3.83,1850,3.36,3080,3.85,954
29DEC17:19:15:00,3.82,1840,3.36,3080,3.85,954
29DEC17:19:30:00,3.83,1850,3.36,3080,3.85,954
29DEC17:19:45:00,3.82,1840,3.37,3100,3.85,954
29DEC17:20:00:00,3.82,1840,3.38,3120,3.85,954
29DEC17:20:15:00,3.82,1840,3.4,3170,3.85,954
29DEC17:20:30:00,3.82,1840,3.41,3190,3.85,954
29DEC17:20:45:00,3.81,1820,3.43,3230,3.85,954
29DEC17:21:00:00,3.82,1840,3.46,3300,3.85,954
29DEC17:21:15:00,3.82,1840,3.48,3340,3.85,954
29DEC17:21:30:00,3.83,1850,3.51,3400,3.85,954
29DEC17:21:45:00,3.82,1840,3.54,3470,3.85,954
29DEC17:22:00:00,3.82,1840,3.56,3520,3.85,954
29DEC17:22:15:00,3.82,1840,3.59,3580,3.85,954
29DEC17:22:30:00,3.82,1840,3.61,3630,3.85,954
29DEC17:22:45:00,3.83,1850,3.63,3670,3.85,954
29DEC17:23:00:00,3.81,1820,3.66,3740,3.85,954
29DEC17:23:15:00,3.82,1840,3.67,3770,3.85,954
29DEC17:23:30:00,3.81,1820,3.68,3790,3.85,954
29DEC17:23:45:00,3.81,1820,3.69,3810,3.85,954
30DEC17:00:00:00,3.8,1810,3.7,3840,3.85,954
30DEC17:00:15:00,3.81,1820,3.7,3840,3.85,954
30DEC17:00:30:00,3.81,1820,3.7,3840,3.85,954
30DEC17:00:45:00,3.8,1810,3.69,3810,3.85,954
30DEC17:01:00:00,3.82,1840,3.69,3810,3.85,954
30DEC17:01:15:00,3.82,1840,3.69,3810,3.85,954
30DEC17:01:30:00,3.82,1840,3.68,3790,3.85,954
30DEC17:01:45:00,3.81,1820,3.67,3770,3.85,954
30DEC17:02:00:00,3.81,1820,3.65,3720,3.85,954
30DEC17:02:15:00,3.82,1840,3.64,3700,3.85,954
30DEC17:02:30:00,3.82,1840,3.62,3650,3.85,954
30DEC17:02:45:00,3.82,1840,3.6,3610,3.85,954
30DEC17:03:00:00,3.82,1840,3.59,3580,3.85,954
30DEC17:03:15:00,3.81,1820,3.57,3540,3.85,954
30DEC17:03:30:00,3.82,1840,3.55,3490,3.85,954
30DEC17:03:45:00,3.82,1840,3.53,3450,3.85,954
30DEC17:04:00:00,3.81,1820,3.52,3430,3.85,954
30DEC17:04:15:00,3.81,1820,3.51,3400,3.85,954
30DEC17:04:30:00,3.81,1820,3.49,3360,3.85,954
30DEC17:04:45:00,3.82,1840,3.48,3340,3.85,954
30DEC17:05:00:00,3.82,1840,3.46,3300,3.85,954
30DEC17:05:15:00,3.83,1850,3.45,3270,3.85,954
30DEC17:05:30:00,3.81,1820,3.44,3250,3.85,954
30DEC17:05:45:00,3.81,1820,3.42,3210,3.85,954
30DEC17:06:00:00,3.82,1840,3.41,3190,3.85,954
30DEC17:06:15:00,3.82,1840,3.4,3170,3.85,954
30DEC17:06:30:00,3.83,1850,3.39,3150,3.85,954
30DEC17:06:45:00,3.82,1840,3.39,3150,3.85,954
30DEC17:07:00:00,3.82,1840,3.38,3120,3.85,954
30DEC17:07:15:00,3.83,1850,3.37,3100,3.85,954
30DEC17:07:30:00,3.84,1870,3.37,3100,3.85,954
30DEC17:07:45:00,3.82,1840,3.36,3080,3.85,954
30DEC17:08:00:00,3.84,1870,3.35,3060,3.85,954
30DEC17:08:15:00,3.84,1870,3.35,3060,3.85,954
30DEC17:08:30:00,3.85,1890,3.34,3040,3.85,954
30DEC17:08:45:00,3.86,1900,3.34,3040,3.85,954
30DEC17:09:00:00,3.84,1870,3.34,3040,3.85,954
30DEC17:09:15:00,3.85,1890,3.33,3020,3.85,954
30DEC17:09:30:00,3.86,1900,3.32,3000,3.85,954
30DEC17:09:45:00,3.85,1890,3.31,2980,3.85,954
30DEC17:10:00:00,3.85,1890,3.3,2960,3.85,954
30DEC17:10:15:00,3.87,1920,3.29,2940,3.85,954
30DEC17:10:30:00,3.85,1890,3.29,2940,3.85,954
30DEC17:10:45:00,3.86,1900,3.29,2940,3.85,954
30DEC17:11:00:00,3.86,1900,3.29,2940,3.85,954
30DEC17:11:15:00,3.85,1890,3.29,2940,3.85,954
30DEC17:11:30:00,3.85,1890,3.28,2920,3.85,954
30DEC17:11:45:00,3.88,1940,3.28,2920,3.85,954
30DEC17:12:00:00,3.94,2040,3.28,2920,3.84,948
30DEC17:12:15:00,4.01,2160,3.28,2920,3.85,954
30DEC17:12:30:00,4.07,2260,3.28,2920,3.85,954
30DEC17:12:45:00,4.1,2320,3.28,2920,3.85,954
30DEC17:13:00:00,4.12,2350,3.28,2920,3.85,954
30DEC17:13:15:00,4.13,2360,3.28,2920,3.85,954
30DEC17:13:30:00,4.15,2400,3.29,2940,3.85,954
30DEC17:13:45:00,4.16,2410,3.29,2940,3.85,954
30DEC17:14:00:00,4.16,2410,3.29,2940,3.85,954
30DEC17:14:15:00,4.16,2410,3.29,2940,3.85,954
30DEC17:14:30:00,4.16,2410,3.29,2940,3.84,948
30DEC17:14:45:00,4.17,2430,3.29,2940,3.85,954
30DEC17:15:00:00,4.16,2410,3.29,2940,3.85,954
30DEC17:15:15:00,4.16,2410,3.29,2940,3.85,954
30DEC17:15:30:00,4.16,2410,3.29,2940,3.85,954
30DEC17:15:45:00,4.17,2430,3.29,2940,3.85,954
30DEC17:16:00:00,4.16,2410,3.29,2940,3.85,954
30DEC17:16:15:00,4.16,2410,3.29,2940,3.85,954
30DEC17:16:30:00,4.17,2430,3.29,2940,3.85,954
30DEC17:16:45:00,4.16,2410,3.3,2960,3.84,948
30DEC17:17:00:00,4.16,2410,3.3,2960,3.84,948
30DEC17:17:15:00,4.15,2400,3.3,2960,3.84,948
30DEC17:17:30:00,4.15,2400,3.3,2960,3.84,948
30DEC17:17:45:00,4.15,2400,3.3,2960,3.84,948
30DEC17:18:00:00,4.15,2400,3.31,2980,3.84,948
30DEC17:18:15:00,4.15,2400,3.31,2980,3.85,954
30DEC17:18:30:00,4.15,2400,3.31,2980,3.85,954
30DEC17:18:45:00,4.16,2410,3.32,3000,3.85,954
30DEC17:19:00:00,4.16,2410,3.32,3000,3.85,954
30DEC17:19:15:00,4.16,2410,3.32,3000,3.85,954
30DEC17:19:30:00,4.16,2410,3.33,3020,3.85,954
30DEC17:19:45:00,4.16,2410,3.33,3020,3.85,954
30DEC17:20:00:00,4.16,2410,3.33,3020,3.85,954
30DEC17:20:15:00,4.16,2410,3.33,3020,3.85,954
30DEC17:20:30:00,4.16,2410,3.34,3040,3.85,954
30DEC17:20:45:00,4.15,2400,3.34,3040,3.85,954
30DEC17:21:00:00,4.16,2410,3.35,3060,3.85,954
30DEC17:21:15:00,4.17,2430,3.36,3080,3.85,954
30DEC17:21:30:00,4.16,2410,3.37,3100,3.85,954
30DEC17:21:45:00,4.16,2410,3.38,3120,3.85,954
30DEC17:22:00:00,4.16,2410,3.39,3150,3.85,954
30DEC17:22:15:00,4.16,2410,3.41,3190,3.85,954
30DEC17:22:30:00,4.16,2410,3.42,3210,3.85,954
30DEC17:22:45:00,4.11,2330,3.43,3230,3.85,954
30DEC17:23:00:00,4.04,2210,3.45,3270,3.85,954
30DEC17:23:15:00,3.99,2120,3.46,3300,3.85,954
30DEC17:23:30:00,3.95,2060,3.47,3320,3.85,954
30DEC17:23:45:00,3.93,2020,3.48,3340,3.85,954
31DEC17:00:00:00,3.92,2010,3.49,3360,3.85,954
31DEC17:00:15:00,3.89,1950,3.51,3400,3.85,954
31DEC17:00:30:00,3.88,1940,3.52,3430,3.85,954
31DEC17:00:45:00,3.89,1950,3.52,3430,3.85,954
31DEC17:01:00:00,3.86,1900,3.53,3450,3.85,954
31DEC17:01:15:00,3.88,1940,3.54,3470,3.85,954
31DEC17:01:30:00,3.85,1890,3.54,3470,3.85,954
31DEC17:01:45:00,3.87,1920,3.55,3490,3.85,954
31DEC17:02:00:00,3.85,1890,3.55,3490,3.85,954
31DEC17:02:15:00,3.87,1920,3.55,3490,3.85,954
31DEC17:02:30:00,3.85,1890,3.56,3520,3.85,954
31DEC17:02:45:00,3.85,1890,3.56,3520,3.85,954
31DEC17:03:00:00,3.87,1920,3.56,3520,3.85,954
31DEC17:03:15:00,3.87,1920,3.57,3540,3.85,954
31DEC17:03:30:00,3.85,1890,3.57,3540,3.84,948
31DEC17:03:45:00,3.85,1890,3.57,3540,3.85,954
31DEC17:04:00:00,3.84,1870,3.57,3540,3.85,954
31DEC17:04:15:00,3.86,1900,3.57,3540,3.85,954
31DEC17:04:30:00,3.85,1890,3.57,3540,3.85,954
31DEC17:04:45:00,3.85,1890,3.57,3540,3.84,948
31DEC17:05:00:00,3.85,1890,3.57,3540,3.84,948
31DEC17:05:15:00,3.84,1870,3.57,3540,3.84,948
31DEC17:05:30:00,3.86,1900,3.57,3540,3.84,948
31DEC17:05:45:00,3.86,1900,3.57,3540,3.84,948
31DEC17:06:00:00,3.85,1890,3.57,3540,3.85,954
31DEC17:06:15:00,3.85,1890,3.57,3540,3.84,948
31DEC17:06:30:00,3.84,1870,3.56,3520,3.85,954
31DEC17:06:45:00,3.86,1900,3.56,3520,3.85,954
31DEC17:07:00:00,3.84,1870,3.56,3520,3.85,954
31DEC17:07:15:00,3.86,1900,3.56,3520,3.84,948
31DEC17:07:30:00,3.85,1890,3.55,3490,3.85,954
31DEC17:07:45:00,3.84,1870,3.54,3470,3.85,954
31DEC17:08:00:00,3.86,1900,3.54,3470,3.85,954
31DEC17:08:15:00,3.85,1890,3.53,3450,3.85,954
31DEC17:08:30:00,3.84,1870,3.52,3430,3.85,954
31DEC17:08:45:00,3.84,1870,3.51,3400,3.85,954
31DEC17:09:00:00,3.85,1890,3.5,3380,3.85,954
31DEC17:09:15:00,3.85,1890,3.49,3360,3.85,954
31DEC17:09:30:00,3.85,1890,3.49,3360,3.85,954
31DEC17:09:45:00,3.86,1900,3.48,3340,3.85,954
31DEC17:10:00:00,3.87,1920,3.47,3320,3.84,948
31DEC17:10:15:00,3.86,1900,3.46,3300,3.85,954
31DEC17:10:30:00,3.86,1900,3.45,3270,3.85,954
31DEC17:10:45:00,3.87,1920,3.44,3250,3.85,954
31DEC17:11:00:00,3.85,1890,3.43,3230,3.85,954
31DEC17:11:15:00,3.86,1900,3.42,3210,3.85,954
31DEC17:11:30:00,3.85,1890,3.41,3190,3.85,954
31DEC17:11:45:00,3.86,1900,3.4,3170,3.86,960
31DEC17:12:00:00,3.86,1900,3.4,3170,3.85,954
31DEC17:12:15:00,3.86,1900,3.39,3150,3.85,954
31DEC17:12:30:00,3.86,1900,3.38,3120,3.85,954
31DEC17:12:45:00,3.86,1900,3.38,3120,3.85,954
31DEC17:13:00:00,3.85,1890,3.37,3100,3.85,954
31DEC17:13:15:00,3.85,1890,3.37,3100,3.85,954
31DEC17:13:30:00,3.86,1900,3.36,3080,3.85,954
31DEC17:13:45:00,3.85,1890,3.36,3080,3.85,954
31DEC17:14:00:00,3.87,1920,3.36,3080,3.85,954
31DEC17:14:15:00,3.84,1870,3.35,3060,3.85,954
31DEC17:14:30:00,3.85,1890,3.35,3060,3.85,954
31DEC17:14:45:00,3.85,1890,3.35,3060,3.85,954
31DEC17:15:00:00,3.84,1870,3.35,3060,3.85,954
31DEC17:15:15:00,3.85,1890,3.34,3040,3.85,954
31DEC17:15:30:00,3.86,1900,3.34,3040,3.85,954
31DEC17:15:45:00,3.85,1890,3.34,3040,3.85,954
31DEC17:16:00:00,3.85,1890,3.34,3040,3.85,954
31DEC17:16:15:00,3.84,1870,3.34,3040,3.85,954
31DEC17:16:30:00,3.86,1900,3.34,3040,3.85,954
31DEC17:16:45:00,3.84,1870,3.33,3020,3.85,954
31DEC17:17:00:00,3.84,1870,3.33,3020,3.85,954
31DEC17:17:15:00,3.85,1890,3.33,3020,3.85,954
31DEC17:17:30:00,3.85,1890,3.33,3020,3.85,954
31DEC17:17:45:00,3.86,1900,3.33,3020,3.85,954
31DEC17:18:00:00,3.84,1870,3.33,3020,3.85,954
31DEC17:18:15:00,3.85,1890,3.33,3020,3.85,954
31DEC17:18:30:00,3.86,1900,3.33,3020,3.85,954
31DEC17:18:45:00,3.84,1870,3.33,3020,3.85,954
31DEC17:19:00:00,3.85,1890,3.33,3020,3.85,954
31DEC17:19:15:00,3.84,1870,3.33,3020,3.85,954
31DEC17:19:30:00,3.84,1870,3.33,3020,3.85,954
31DEC17:19:45:00,3.84,1870,3.33,3020,3.85,954
31DEC17:20:00:00,3.84,1870,3.33,3020,3.85,954
31DEC17:20:15:00,3.84,1870,3.33,3020,3.85,954
31DEC17:20:30:00,3.86,1900,3.33,3020,3.84,948
31DEC17:20:45:00,3.84,1870,3.33,3020,3.85,954
31DEC17:21:00:00,3.85,1890,3.33,3020,3.85,954
31DEC17:21:15:00,3.84,1870,3.33,3020,3.85,954
31DEC17:21:30:00,3.84,1870,3.33,3020,3.85,954
31DEC17:21:45:00,3.86,1900,3.33,3020,3.85,954
31DEC17:22:00:00,3.86,1900,3.33,3020,3.85,954
31DEC17:22:15:00,3.84,1870,3.33,3020,3.84,948
31DEC17:22:30:00,3.86,1900,3.33,3020,3.85,954
31DEC17:22:45:00,3.86,1900,3.33,3020,3.85,954
31DEC17:23:00:00,3.84,1870,3.33,3020,3.85,954
31DEC17:23:15:00,3.86,1900,3.33,3020,3.85,954
